x,y,z,Ex,Ey,Ez
-0.00025,-0.00015625,-0.0001875,-6.709843664136075,4.904213515616317,9.440266949869955
-0.00025,-0.00015625,-0.00015625,-6.709331092679288,4.905329949759108,9.271907755215565
-0.00025,-0.00015625,-0.000125,-6.708735693516701,4.906353459643344,9.104430720248049
-0.00025,-0.00015625,-9.375e-05,-6.708057338433442,4.907284095588502,8.937823370169195
-0.00025,-0.00015625,-6.25e-05,-6.707295905465786,4.908121910630353,8.772073252155263
-0.00025,-0.00015625,-3.125e-05,-6.706451278899653,4.908866960523442,8.607167935746888
-0.00025,-0.00015625,0.0,-6.705523349268782,4.909519303743694,8.443095013234341
-0.00025,-0.00015625,3.125000000000003e-05,-6.7045120133524545,4.910079001490441,8.279842100038554
-0.00025,-0.00015625,6.25e-05,-6.703417174172846,4.9105461176884395,8.117396835087757
-0.00025,-0.00015625,9.374999999999997e-05,-6.702238740991934,4.910920718989444,7.955746881189858
-0.00025,-0.00015625,0.000125,-6.70097662930804,4.911202874773757,7.7948799254006556
-0.00025,-0.00015625,0.00015625000000000003,-6.6996307608519166,4.9113926571512145,7.63478367938785
-0.00025,-0.00015625,0.0001875,-6.698201063582519,4.91149014096229,7.475445879791068
-0.00025,-0.00015625,0.00021874999999999998,-6.696687471682195,4.911495403778609,7.316854288577814
-0.00025,-0.00015625,0.00025,-6.6950899255517236,4.9114085259034015,7.158996693395522
-0.00025,-0.000125,-0.00025,-6.710479314846023,4.63649003254856,9.780941982861403
-0.00025,-0.000125,-0.00021875,-6.710131894002261,4.637618432800359,9.610691467610227
-0.00025,-0.000125,-0.0001875,-6.7097019244701865,4.638660903799216,9.441348163328481
-0.00025,-0.000125,-0.00015625,-6.709189265523232,4.639617478037543,9.27289955515746
-0.00025,-0.000125,-0.000125,-6.708593782687569,4.640488190702765,9.105333149422774
-0.00025,-0.000125,-9.375e-05,-6.707915347741531,4.641273079680081,8.938636474033155
-0.00025,-0.000125,-6.25e-05,-6.707153838714503,4.641972185555002,8.772797078874346
-0.00025,-0.000125,-3.125e-05,-6.706309139885577,4.642585551615562,8.60780253619881
-0.00025,-0.000125,0.0,-6.705381141781601,4.6431132238545,8.4436404410108
-0.00025,-0.000125,3.125000000000003e-05,-6.704369741175009,4.643555250970845,8.280298411447056
-0.00025,-0.000125,6.25e-05,-6.703274841081077,4.643911684371715,8.11776408915323
-0.00025,-0.000125,9.374999999999997e-05,-6.702096350754927,4.644182578173384,7.956025139656043
-0.00025,-0.000125,0.000125,-6.700834185687959,4.644367989202571,7.795069252731201
-0.00025,-0.000125,0.00015625000000000003,-6.699488267604064,4.644467976997127,7.634884142767193
